,Timestamp,Latitude,Longitude,Altitude,Vx,Vy,Vz,Quaternion,Noise,Px-J2000,Py-J2000,Pz-J2000,Vx-J2000,Vy-J2000,Vz-J2000
0,2023-01-01 00:00:00,-28.238666531427246,94.42758602751267,510.5230360613337,1.2751400696576256,3.6491996156501605,6.641419639582157,[ 0.69893291  0.62081478  0.35483104 -0.01329411],12.245067342387632,,,,,,
1,2023-01-01 00:00:01,-28.175810654610377,94.41291715633545,510.50227909867317,1.276241235236551,3.641646182070112,6.645386694564924,[ 0.69898204  0.62101782  0.35436678 -0.01360722],12.245142250423662,,,,,,
2,2023-01-01 00:00:02,-28.11295189754768,94.39826882693666,510.47662013892375,1.277339751134956,3.6340880975026257,6.64934564054565,[ 0.69921774  0.62103498  0.35385863 -0.01393475],12.24521730705103,,,,,,
3,2023-01-01 00:00:03,-28.05009359678263,94.3836658921725,510.44902277728215,1.2784356153103869,3.6265253714955765,6.653296472518781,[ 0.69934479  0.62107915  0.35352    -0.01418319],12.245292512367943,,,,,,
4,2023-01-01 00:00:04,-27.987212074578718,94.36907621325638,510.42833401564747,1.2795288363420552,3.618958009849518,6.657239185488586,[ 0.69948432  0.62118326  0.35304744 -0.01451013],12.245367866472293,,,,,,
5,2023-01-01 00:00:05,-27.92439716107863,94.35447032067873,510.40591567745486,1.2806193909396077,3.6113860296298474,6.661173774469227,[ 0.6996129   0.62127765  0.35260986 -0.01490486],12.24544336946118,,,,,,
6,2023-01-01 00:00:06,-27.861524615434085,94.3398432206594,510.3783170927921,1.2817072877139017,3.6038094366531093,6.665100234484694,[ 0.69966279  0.62145376  0.35218951 -0.01515739],12.245519021431916,,,,,,
7,2023-01-01 00:00:07,-27.79863810061738,94.32533487110956,510.35735049271767,1.2827925246405636,3.596228240493062,6.669018560568839,[ 0.69976934  0.62150134  0.35187644 -0.01555384],12.245594822480626,,,,,,
8,2023-01-01 00:00:08,-27.735752068565038,94.31072414734042,510.3322315353562,1.2838750997001478,3.588642450729704,6.672928747765416,[ 0.69993663  0.62158367  0.35138159 -0.01591995],12.245670772703432,,,,,,
9,2023-01-01 00:00:09,-27.67289430577844,94.29619557415059,510.31103256232444,1.2849550108774994,3.5810520769496037,6.676830791128029,[ 0.70006255  0.62162525  0.35104476 -0.01618814],12.245746872195967,,,,,,
10,2023-01-01 00:00:10,-27.61002795253785,94.28167390615529,510.28648339896154,1.2860322561623263,3.5734571287455927,6.680724685720189,[ 0.70017164  0.62173896  0.35060956 -0.01653109],12.245823121053364,,,,,,
11,2023-01-01 00:00:11,-27.547157927127046,94.2671316059583,510.26201107068397,1.2871068335488771,3.565857615716908,6.684610426615302,[ 0.70028594  0.62183731  0.35019548 -0.01676581],12.24589951937038,,,,,,
12,2023-01-01 00:00:12,-27.48427316176733,94.25260230394933,510.2323999375246,1.2881787514754075,3.5582535436898213,6.6884880088966785,[ 0.7004797   0.62192161  0.34963823 -0.01717031],12.245976067241259,,,,,,
13,2023-01-01 00:00:13,-27.42138401637105,94.23813729929456,510.21673018626507,1.2892479870444054,3.550644929831803,6.692357427657511,[ 0.7005688   0.6220097   0.34928531 -0.01752311],12.246052764759964,,,,,,
14,2023-01-01 00:00:14,-27.35852609261396,94.22361632184752,510.1942950426979,1.290314548725545,3.5430317799849496,6.6962186780009665,[ 0.70070525  0.62210204  0.3488393  -0.01767345],12.246129612019768,,,,,,
15,2023-01-01 00:00:15,-27.295643375091984,94.20914564907523,510.1658256453925,1.2913784345316661,3.5354141037738867,6.700071755040084,[ 0.700805    0.62216084  0.34851259 -0.01808922],12.246206609113436,,,,,,
16,2023-01-01 00:00:16,-27.232765711052334,94.19466589336668,510.14342827195867,1.2924396424801037,3.527791910829526,6.7039166538978785,[ 0.70091275  0.62232536  0.34798489 -0.01841148],12.246283756133657,,,,,,
17,2023-01-01 00:00:17,-27.169897798928197,94.18022571013267,510.1198299933488,1.2934981705930655,3.52016521078904,6.707753369707281,[ 0.70110213  0.62233823  0.34755926 -0.01880123],12.246361053172611,,,,,,
18,2023-01-01 00:00:18,-27.1069823129758,94.1657450707558,510.09234272286926,1.294554016897248,3.5125340132959133,6.711581897611177,[ 0.70126876  0.6223991   0.34710051 -0.01904528],12.246438500321604,,,,,,
19,2023-01-01 00:00:19,-27.044138488966304,94.15129162724827,510.07114846986815,1.2956071897067751,3.5048983241988423,6.715402232762405,[ 0.70137034  0.62246004  0.34677132 -0.01930794],12.246516097672126,,,,,,
20,2023-01-01 00:00:20,-26.98121924927129,94.13694243015568,510.05178438970046,1.296657666469385,3.4972581607530344,6.719214370323791,[ 0.70147346  0.62261941  0.34625204 -0.01973787],12.246593845314594,,,,,,
21,2023-01-01 00:00:21,-26.91834118806666,94.1224788944299,510.0259484265273,1.2977054555312197,3.4896135288226744,6.723018305468104,[ 0.70156271  0.62272908  0.34586224 -0.01993909],12.246671743339219,,,,,,
22,2023-01-01 00:00:22,-26.855425295166548,94.10809956853873,510.00399834903965,1.2987505549375287,3.48196443807631,6.7268140333781,[ 0.70172887  0.62271897  0.34551798 -0.02037144],12.24674979183623,,,,,,
23,2023-01-01 00:00:23,-26.79254901565433,94.09371179723243,509.982693042479,1.299792962738376,3.474310898188642,6.730601549246527,[ 0.70178485  0.62287812  0.34510157 -0.02063434],12.246827990894449,,,,,,
24,2023-01-01 00:00:24,-26.72968626051703,94.07935321550177,509.9592633815611,1.3008326769882668,3.4666529188406847,6.73438084827612,[ 0.7019891   0.6229276   0.34457235 -0.02103349],12.246906340603013,,,,,,
25,2023-01-01 00:00:25,-26.66677699880458,94.06495507910805,509.9355196887195,1.3018696957466902,3.458990509719497,6.738151925679633,[ 0.70215126  0.62296214  0.3441643  -0.02127708],12.246984841050473,,,,,,
26,2023-01-01 00:00:26,-26.603873603397115,94.05058769498692,509.91267327137564,1.3029040272030807,3.451323676696005,6.741914776679801,[ 0.70218961  0.62315545  0.34371792 -0.02156449],12.247063492324578,,,,,,
